Prompt,Label
What is the definition of Bronchial Asthma,desc
What is the description of Bronchial Asthma,desc
Can you describe Bronchial Asthma,desc
Can you tell me what is Hypertension ,desc
What is Hypertension ,desc
What is the meaning of Hypertension ,desc
What is the definition of Hypertension ,desc
What is the description of Hypertension ,desc
Can you describe Hypertension ,desc
Can you tell me what is Migraine,desc
What is Migraine,desc
What is the meaning of Migraine,desc
What is the definition of Migraine,desc
What is the description of Migraine,desc
Can you describe Migraine,desc
Can you tell me what is Cervical spondylosis,desc
What is Cervical spondylosis,desc
What is the meaning of Cervical spondylosis,desc
What is the definition of Cervical spondylosis,desc
What is the description of Cervical spondylosis,desc
Can you describe Cervical spondylosis,desc
Can you tell me what is Paralysis (brain hemorrhage),desc
What is Paralysis (brain hemorrhage),desc
What is the meaning of Paralysis (brain hemorrhage),desc
What is the definition of Paralysis (brain hemorrhage),desc
What is the description of Paralysis (brain hemorrhage),desc
Can you describe Paralysis (brain hemorrhage),desc
Can you tell me what is Jaundice,desc
What is Jaundice,desc
What is the meaning of Jaundice,desc
What is the definition of Jaundice,desc
What is the description of Jaundice,desc
Can you describe Jaundice,desc
Can you tell me what is Malaria,desc
What is Malaria,desc
What is the meaning of Malaria,desc
What is the definition of Malaria,desc
What is the description of Malaria,desc
Can you describe Malaria,desc
Can you tell me what is Chicken pox,desc
What is Chicken pox,desc
What is the meaning of Chicken pox,desc
What is the definition of Chicken pox,desc
What is the description of Chicken pox,desc
Can you describe Chicken pox,desc
Can you tell me what is Dengue,desc
What is Dengue,desc
What is the meaning of Dengue,desc
What is the definition of Dengue,desc
What is the description of Dengue,desc
Can you describe Dengue,desc
Can you tell me what is Typhoid,desc
What is Typhoid,desc
What is the meaning of Typhoid,desc
What is the definition of Typhoid,desc
What is the description of Typhoid,desc
Can you describe Typhoid,desc
Can you tell me what is hepatitis A,desc
What is hepatitis A,desc
What is the meaning of hepatitis A,desc
What is the definition of hepatitis A,desc
What is the description of hepatitis A,desc
Can you describe hepatitis A,desc
Can you tell me what is Hepatitis B,desc
What is Hepatitis B,desc
What is the meaning of Hepatitis B,desc
What is the definition of Hepatitis B,desc
What is the description of Hepatitis B,desc
Can you describe Hepatitis B,desc
Can you tell me what is Hepatitis C,desc
What is Hepatitis C,desc
What is the meaning of Hepatitis C,desc
What is the definition of Hepatitis C,desc
What is the description of Hepatitis C,desc
Can you describe Hepatitis C,desc
Can you tell me what is Hepatitis D,desc
What is Hepatitis D,desc
What is the meaning of Hepatitis D,desc
What is the definition of Hepatitis D,desc
What is the description of Hepatitis D,desc
Can you describe Hepatitis D,desc
Can you tell me what is Hepatitis E,desc
What is Hepatitis E,desc
What is the meaning of Hepatitis E,desc
What is the definition of Hepatitis E,desc
What is the description of Hepatitis E,desc
Can you describe Hepatitis E,desc
Can you tell me what is Alcoholic hepatitis,desc
What is Alcoholic hepatitis,desc
What is the meaning of Alcoholic hepatitis,desc
What is the definition of Alcoholic hepatitis,desc
What is the description of Alcoholic hepatitis,desc
Can you describe Alcoholic hepatitis,desc
Can you tell me what is Tuberculosis,desc
What is Tuberculosis,desc
What is the meaning of Tuberculosis,desc
What is the definition of Tuberculosis,desc
What is the description of Tuberculosis,desc
Can you describe Tuberculosis,desc
Can you tell me what is Common Cold,desc
What is Common Cold,desc
What is the meaning of Common Cold,desc
What is the definition of Common Cold,desc
What is the description of Common Cold,desc
Can you describe Common Cold,desc
Can you tell me what is Pneumonia,desc
What is Pneumonia,desc
What is the meaning of Pneumonia,desc
What is the definition of Pneumonia,desc
What is the description of Pneumonia,desc
Can you describe Pneumonia,desc
Can you tell me what is Dimorphic hemmorhoids(piles),desc
What is Dimorphic hemmorhoids(piles),desc
What is the meaning of Dimorphic hemmorhoids(piles),desc
What is the definition of Dimorphic hemmorhoids(piles),desc
What is the description of Dimorphic hemmorhoids(piles),desc
Can you describe Dimorphic hemmorhoids(piles),desc
Can you tell me what is Heart attack,desc
What is Heart attack,desc
What is the meaning of Heart attack,desc
What is the definition of Heart attack,desc
What is the description of Heart attack,desc
Can you describe Heart attack,desc
Can you tell me what is Varicose veins,desc
What is Varicose veins,desc
What is the meaning of Varicose veins,desc
What is the definition of Varicose veins,desc
What is the description of Varicose veins,desc
Can you describe Varicose veins,desc
Can you tell me what is Hypothyroidism,desc
What is Hypothyroidism,desc
What is the meaning of Hypothyroidism,desc
What is the definition of Hypothyroidism,desc
What is the description of Hypothyroidism,desc
Can you describe Hypothyroidism,desc
Can you tell me what is Hyperthyroidism,desc
What is Hyperthyroidism,desc
What is the meaning of Hyperthyroidism,desc
What is the definition of Hyperthyroidism,desc
What is the description of Hyperthyroidism,desc
Can you describe Hyperthyroidism,desc
Can you tell me what is Hypoglycemia,desc
What is Hypoglycemia,desc
What is the meaning of Hypoglycemia,desc
What is the definition of Hypoglycemia,desc
What is the description of Hypoglycemia,desc
Can you describe Hypoglycemia,desc
Can you tell me what is Osteoarthristis,desc
What is Osteoarthristis,desc
What is the meaning of Osteoarthristis,desc
What is the definition of Osteoarthristis,desc
What is the description of Osteoarthristis,desc
Can you describe Osteoarthristis,desc
Can you tell me what is Arthritis,desc
What is Arthritis,desc
What is the meaning of Arthritis,desc
What is the definition of Arthritis,desc
What is the description of Arthritis,desc
Can you describe Arthritis,desc
Can you tell me what is (vertigo) Paroymsal  Positional Vertigo,desc
What is (vertigo) Paroymsal  Positional Vertigo,desc
What is the meaning of (vertigo) Paroymsal  Positional Vertigo,desc
What is the definition of (vertigo) Paroymsal  Positional Vertigo,desc
What is the description of (vertigo) Paroymsal  Positional Vertigo,desc
Can you describe (vertigo) Paroymsal  Positional Vertigo,desc
Can you tell me what is Acne,desc
What is Acne,desc
What is the meaning of Acne,desc
What is the definition of Acne,desc
What is the description of Acne,desc
Can you describe Acne,desc
Can you tell me what is Urinary tract infection,desc
What is Urinary tract infection,desc
What is the meaning of Urinary tract infection,desc
What is the definition of Urinary tract infection,desc
What is the description of Urinary tract infection,desc
Can you describe Urinary tract infection,desc
Can you tell me what is Psoriasis,desc
What is Psoriasis,desc
What is the meaning of Psoriasis,desc
What is the definition of Psoriasis,desc
What is the description of Psoriasis,desc
Can you describe Psoriasis,desc
Can you tell me what is Impetigo,desc
What is Impetigo,desc
What is the meaning of Impetigo,desc
What is the definition of Impetigo,desc
What is the description of Impetigo,desc
Can you describe Impetigo,desc
Can you tell me what is Fungal infection,desc
What is Fungal infection,desc
What is the meaning of Fungal infection,desc
What is the definition of Fungal infection,desc
What is the description of Fungal infection,desc
Can you describe Fungal infection,desc
Can you tell me what is Allergy,desc
What is Allergy,desc
What is the meaning of Allergy,desc
What is the definition of Allergy,desc
What is the description of Allergy,desc
Can you describe Allergy,desc
Can you tell me what is GERD,desc
What is GERD,desc
What is the meaning of GERD,desc
What is the definition of GERD,desc
What is the description of GERD,desc
Can you describe GERD,desc
Can you tell me what is Chronic cholestasis,desc
What is Chronic cholestasis,desc
What is the meaning of Chronic cholestasis,desc
What is the definition of Chronic cholestasis,desc
What is the description of Chronic cholestasis,desc
Can you describe Chronic cholestasis,desc
Can you tell me what is Drug Reaction,desc
What is Drug Reaction,desc
What is the meaning of Drug Reaction,desc
What is the definition of Drug Reaction,desc
What is the description of Drug Reaction,desc
Can you describe Drug Reaction,desc
Can you tell me what is Peptic ulcer diseae,desc
What is Peptic ulcer diseae,desc
What is the meaning of Peptic ulcer diseae,desc
What is the definition of Peptic ulcer diseae,desc
What is the description of Peptic ulcer diseae,desc
Can you describe Peptic ulcer diseae,desc
Can you tell me what is AIDS,desc
What is AIDS,desc
What is the meaning of AIDS,desc
What is the definition of AIDS,desc
What is the description of AIDS,desc
Can you describe AIDS,desc
Can you tell me what is Diabetes ,desc
What is Diabetes ,desc
What is the meaning of Diabetes ,desc
What is the definition of Diabetes ,desc
What is the description of Diabetes ,desc
Can you describe Diabetes ,desc
Can you tell me what is Gastroenteritis,desc
What is Gastroenteritis,desc
What is the meaning of Gastroenteritis,desc
What is the definition of Gastroenteritis,desc
What is the description of Gastroenteritis,desc
Can you describe Gastroenteritis,desc
Can you tell me what is Bronchial Asthma,desc
What is Bronchial Asthma,desc
What is the meaning of Bronchial Asthma,desc
What is the definition of Bronchial Asthma,desc
What is the description of Bronchial Asthma,desc
Can you describe Bronchial Asthma,desc
Can you tell me what is Hypertension ,desc
What is Hypertension ,desc
What is the meaning of Hypertension ,desc
What is the definition of Hypertension ,desc
What is the description of Hypertension ,desc
Can you describe Hypertension ,desc
Can you tell me what is Migraine,desc
What is Migraine,desc
What is the meaning of Migraine,desc
What is the definition of Migraine,desc
What is the description of Migraine,desc
Can you describe Migraine,desc
Can you tell me what is Cervical spondylosis,desc
What is Cervical spondylosis,desc
What is the meaning of Cervical spondylosis,desc
What is the definition of Cervical spondylosis,desc
What is the description of Cervical spondylosis,desc
Can you describe Cervical spondylosis,desc
Can you tell me what is Paralysis (brain hemorrhage),desc
What is Paralysis (brain hemorrhage),desc
What is the meaning of Paralysis (brain hemorrhage),desc
What is the definition of Paralysis (brain hemorrhage),desc
What is the description of Paralysis (brain hemorrhage),desc
Can you describe Paralysis (brain hemorrhage),desc
Can you tell me what is Jaundice,desc
What is Jaundice,desc
What is the meaning of Jaundice,desc
What is the definition of Jaundice,desc
What is the description of Jaundice,desc
Can you describe Jaundice,desc
Can you tell me what is Malaria,desc
What is Malaria,desc
What is the meaning of Malaria,desc
What is the definition of Malaria,desc
What is the description of Malaria,desc
Can you describe Malaria,desc
Can you tell me what is Chicken pox,desc
What is Chicken pox,desc
What is the meaning of Chicken pox,desc
